year,target,MAE,RMSE,R2,MAPE_%,RMSLE,baseline_weekly_RMSE,baseline_improved_RMSE,baseline_seasonal_RMSE,skill_vs_weekly_RMSE,skill_vs_improved_RMSE,skill_vs_seasonal_RMSE,n_days
2018,HOSPCIDX,15.107996536893337,19.751180529851975,0.7937778246666001,11.129853106579493,0.14287409980052482,32.20320753189759,20.140280004525444,29.072676999980676,0.3866703957893561,0.01931946698784919,0.3206273873621922,365
2019,HOSPCIDX,13.9329730682611,17.916309227880742,0.8084197635895501,10.713840182682874,0.13416414884081238,30.046676017922973,18.68215212186892,27.607138743249745,0.4037174289364459,0.040993290761812164,0.35102621845367876,365
2020,HOSPCIDX,21.62630158939362,28.341760490911945,0.5995115691993591,21.053315988183122,0.24583681202838464,36.3763719625593,29.438169457532073,50.751107016379244,0.22087445883600065,0.037244468213345386,0.44155384666259556,366
2021,HOSPCIDX,22.97689886757621,29.55054269739301,0.6402677758109514,19.694755918312328,0.23487813811397026,41.57244872689947,30.116508627807665,49.17343502673743,0.28917964656067224,0.018792547881598697,0.39905473999680363,365
2022,HOSPCIDX,17.448503384968674,24.401971454143474,0.53310682182151,12.318088033864635,0.17034262072967535,33.69707926044825,24.48664563654349,55.81295204912885,0.2758431297401746,0.003457973936358533,0.5627901668296661,365
